era_id,era_label,era_start,era_end,era_eon,era_desc,era_color,era_colorLight,era_above,era_img,era_imgCredit,era_imgDesc,period_name,period_start,period_end,period_desc,period_img,period_imgCredit,period_imgDesc,epoch_name,epoch_start,epoch_end,epoch_desc,epoch_img,epoch_imgCredit,epoch_imgDesc,period_flora,period_atmo,period_temp,period_earth,era_flora,era_atmo,era_temp,era_earth,epoch_flora,epoch_atmo,epoch_temp,epoch_earth
mesozoic,Mesozoic,66,251,Phanerozoic,Age of dinosaurs. First birds appear.,#a89fd8,#ddd8f4,true,,,,Jurassic,146,200,"As the breakup of Pangaea opened shallow seaways between the drifting continents, sauropod dinosaurs grew to enormous sizes to browse the tall conifer and cycad forests that thrived in the warm, humid climate, while smaller predators evolved feathers, setting one lineage on a path toward true flight. Marine reptiles that had returned to the ocean diversified alongside newly abundant squid like ammonites, and by the period's end, the first true birds had taken to the air.",https://commons.wikimedia.org/w/index.php?title=Special:FilePath&file=Brontosaurus_Excelsus.jpg&width=320,"Charles R. Knight, 1897 — Public domain",Brontosaurus — long-necked sauropod,Middle Jurassic,163.5,174.7,"As Pangaea continued to break apart, newly formed shallow seas and changing rainfall patterns created a wider variety of habitats than had existed before, and early long necked sauropods took advantage of this by growing larger and spreading across the emerging continents. Large carnivorous dinosaurs evolved in step to hunt these bigger herbivores, while early plant eating ornithopods began exploring a more agile, two legged alternative to the giant sauropod body plan. Meanwhile, small early mammals avoided competition with the daytime dominant dinosaurs by specializing for a nocturnal lifestyle, allowing them to diversify quietly into a range of new forms alongside the reptiles.",https://commons.wikimedia.org/w/index.php?title=Special:FilePath&file=Brachiosaurus_DB.jpg&width=320,Dmitry Bogdanov — CC BY 3.0,"Brachiosaurs (shown here), Cetiosaurs, Megalosaurs and primitive Ornithopods emerged.","Giant sauropods, early feathered theropods, ichthyosaurs, and abundant ammonites filled land and sea.",CO2 remained well above modern levels; oxygen slightly below today's.,"Warm and humid worldwide, with lush forests reaching high latitudes.","Pangaea actively split into northern and southern landmasses, opening new shallow seas between them.",,,,,"Brachiosaurus, Cetiosaurus, Megalosaurus, and early ornithopods like Callovosaurus roamed the changing continents.","CO2 stayed well above today's levels, several times the preindustrial norm.","Warm greenhouse climate throughout, generally milder than the following Late Jurassic.",Pangaea's breakup accelerated as the Tethys Sea widened between its northern and southern landmasses.
mesozoic,Mesozoic,66,251,Phanerozoic,Age of dinosaurs. First birds appear.,#a89fd8,#ddd8f4,true,,,,Jurassic,146,200,"As the breakup of Pangaea opened shallow seaways between the drifting continents, sauropod dinosaurs grew to enormous sizes to browse the tall conifer and cycad forests that thrived in the warm, humid climate, while smaller predators evolved feathers, setting one lineage on a path toward true flight. Marine reptiles that had returned to the ocean diversified alongside newly abundant squid like ammonites, and by the period's end, the first true birds had taken to the air.",https://commons.wikimedia.org/w/index.php?title=Special:FilePath&file=Brontosaurus_Excelsus.jpg&width=320,"Charles R. Knight, 1897 — Public domain",Brontosaurus — long-necked sauropod,Early Jurassic,174.7,200,"With many of their rivals wiped out by the extinction that closed the Triassic, dinosaurs quickly diversified to fill the empty ecological niches left on land, growing in size and variety across the reunited landmass. In the oceans, ammonites that had nearly vanished rebounded explosively, providing abundant prey that encouraged marine reptiles to diversify and refine sleek, fast swimming body forms. On land, early mammals remained small, but freed from many former competitors, they began quietly diversifying into a wider range of forms alongside the rapidly evolving dinosaurs.",https://commons.wikimedia.org/w/index.php?title=Special:FilePath&file=Ichthyosaurus_BW.jpg&width=320,Nobu Tamura — CC BY 3.0,Ammonites explosively diversified after near-extinction.,"Giant sauropods, early feathered theropods, ichthyosaurs, and abundant ammonites filled land and sea.",CO2 remained well above modern levels; oxygen slightly below today's.,"Warm and humid worldwide, with lush forests reaching high latitudes.","Pangaea actively split into northern and southern landmasses, opening new shallow seas between them.",,,,,"Ichthyosaurs, Dimorphodon, and the early sauropodomorph Massospondylus thrived alongside explosively diversifying ammonites.","CO2 remained elevated compared to today, though somewhat lower than the extinction era spike that preceded it.","Warm and humid worldwide, recovering steadily from the severe climate disruption of the end Triassic extinction.","Pangaea remained largely intact, though early rifting had begun to stretch and weaken its interior."
mesozoic,Mesozoic,66,251,Phanerozoic,Age of dinosaurs. First birds appear.,#a89fd8,#ddd8f4,true,,,,Triassic,200,251,"Life had to rebuild almost from scratch after the largest extinction in Earth's history, and in that emptied world a group of small reptiles evolved into the first dinosaurs while another lineage of reptiles independently evolved fur, warm bloodedness, and other traits that would eventually define mammals. Recovering marine life, freed from established competitors, quickly diversified into new reef building and swimming forms across the world's single vast ocean.",https://commons.wikimedia.org/w/index.php?title=Special:FilePath&file=Plateosaurus_engelhardti.jpg&width=320,"Heinrich Harder, 1916 — Public domain",Plateosaurus — early large herbivore,Late Triassic,200,228,"In the hot, arid climate that dominated much of the supercontinent, a group of small, agile, bipedal reptiles evolved into the first true dinosaurs, competing alongside a range of other reptile groups for dominance on land. As Pangaea began to stretch and crack, enormous volcanic eruptions released huge volumes of gas into the atmosphere, triggering rapid climate swings and ocean acidification. This upheaval culminated in a mass extinction that wiped out many of the dinosaurs' rival reptile groups, clearing the way for dinosaurs to inherit the emptied world in the epoch that followed.",https://commons.wikimedia.org/w/index.php?title=Special:FilePath&file=Herrerasaurus_ischigualastensis_Illustration.jpg&width=320,Smokeybjb — CC BY-SA 3.0,"Herrerasaurus (shown here), Plateosaurus, Coelophysis, and Eoraptor emerged.","Early dinosaurs, the mammal ancestor group cynodonts, and early ichthyosaurs emerged alongside conifer forests.",CO2 far above modern levels in the aftermath of the Permian extinction.,"Extremely hot early on, gradually cooling to a warm, arid climate.","All continents were locked together in the single supercontinent Pangaea, surrounded by one world ocean.",,,,,"Herrerasaurus, Plateosaurus, Coelophysis, and Eoraptor represented the first wave of true dinosaurs.",CO2 spiked sharply toward the epoch's end as intensifying volcanic outgassing took hold.,"Hot and arid overall, growing increasingly unstable as the epoch's mass extinction approached.",Rifting within Pangaea produced the massive volcanic province that would trigger the end Triassic extinction.
mesozoic,Mesozoic,66,251,Phanerozoic,Age of dinosaurs. First birds appear.,#a89fd8,#ddd8f4,true,,,,Triassic,200,251,"Life had to rebuild almost from scratch after the largest extinction in Earth's history, and in that emptied world a group of small reptiles evolved into the first dinosaurs while another lineage of reptiles independently evolved fur, warm bloodedness, and other traits that would eventually define mammals. Recovering marine life, freed from established competitors, quickly diversified into new reef building and swimming forms across the world's single vast ocean.",https://commons.wikimedia.org/w/index.php?title=Special:FilePath&file=Plateosaurus_engelhardti.jpg&width=320,"Heinrich Harder, 1916 — Public domain",Plateosaurus — early large herbivore,Middle Triassic,228,241.5,"As life continued its slow recovery from the devastation of the Permian extinction, reptiles that had returned to the sea found abundant open niches and began diversifying into an array of new swimming forms, gradually evolving more streamlined bodies suited to hunting in open water. On land, early archosaurs and other reptile groups continued to diversify and compete for dominance, setting the stage for the dinosaurs that would soon emerge. Meanwhile, the vast interior of Pangaea began to slowly stretch and drift, opening shallow seas along its margins that provided rich new habitat for these diversifying marine reptiles.",https://commons.wikimedia.org/w/index.php?title=Special:FilePath&file=Contectopalatus1DB.jpg&width=320,Dmitry Bogdanov — CC BY 3.0,Mixosaurus panxianensis — early ichthyosaur.,"Early dinosaurs, the mammal ancestor group cynodonts, and early ichthyosaurs emerged alongside conifer forests.",CO2 far above modern levels in the aftermath of the Permian extinction.,"Extremely hot early on, gradually cooling to a warm, arid climate.","All continents were locked together in the single supercontinent Pangaea, surrounded by one world ocean.",,,,,"Mixosaurus, Nothosaurus, and the early archosaur Ticinosuchus populated the shallow seas and coasts.",CO2 remained elevated above modern levels as the post extinction recovery continued.,"Warm throughout, gradually stabilizing after the extreme heat of the Early Triassic.","Pangaea began slowly drifting and stretching, opening shallow marginal seas favorable to marine reptiles."
mesozoic,Mesozoic,66,251,Phanerozoic,Age of dinosaurs. First birds appear.,#a89fd8,#ddd8f4,true,,,,Triassic,200,251,"Life had to rebuild almost from scratch after the largest extinction in Earth's history, and in that emptied world a group of small reptiles evolved into the first dinosaurs while another lineage of reptiles independently evolved fur, warm bloodedness, and other traits that would eventually define mammals. Recovering marine life, freed from established competitors, quickly diversified into new reef building and swimming forms across the world's single vast ocean.",https://commons.wikimedia.org/w/index.php?title=Special:FilePath&file=Plateosaurus_engelhardti.jpg&width=320,"Heinrich Harder, 1916 — Public domain",Plateosaurus — early large herbivore,Early Triassic,241.5,251,"In the aftermath of the most severe mass extinction in Earth's history, surviving reptiles faced almost no competition and began radiating rapidly to fill the emptied ecological niches left on land. Among these survivors, one reptile lineage evolved into the first archosaurs, a group that would later split into separate branches leading toward crocodiles on one side and dinosaurs on the other. Harsh, extremely hot conditions in the extinction's immediate wake slowed the pace of recovery at first, but as the climate gradually stabilized, life diversified more quickly across the single vast landmass.",https://commons.wikimedia.org/w/index.php?title=Special:FilePath&file=Erythrosuchus_africanus.jpg&width=320,Dmitry Bogdanov — CC BY 3.0,Erythrosuchus — one of the first archosauriforms.,"Early dinosaurs, the mammal ancestor group cynodonts, and early ichthyosaurs emerged alongside conifer forests.",CO2 far above modern levels in the aftermath of the Permian extinction.,"Extremely hot early on, gradually cooling to a warm, arid climate.","All continents were locked together in the single supercontinent Pangaea, surrounded by one world ocean.",,,,,"Erythrosuchus, Lystrosaurus, and Proterosuchus dominated the recovering landscape.","CO2 stood extremely high, a lingering result of the volcanism that drove the Permian extinction.","Extremely hot at first, among the harshest climates of the Mesozoic, before gradually easing later in the epoch.","All continents remained fused into the single supercontinent Pangaea, surrounded by the world ocean Panthalassa."
paleozoic,Paleozoic,251,542,Phanerozoic,Explosion of complex life. Sea to land.,#7bc4a8,#c8edd9,false,,,,Permian,251,299,"With the continents fused into a single supercontinent, vast desert interiors formed far from any coastline, favoring reptiles whose waterproof eggs and scaly skin let them thrive away from water in a way amphibians never could. That advantage let synapsids, the reptile like ancestors of mammals, become the dominant land animals for tens of millions of years, until massive volcanic eruptions flooded the atmosphere with greenhouse gases and acidified the oceans, wiping out nearly all life on Earth in a single catastrophic event.",https://commons.wikimedia.org/w/index.php?title=Special:FilePath&file=Scutosaurus_restoration.jpg&width=320,"Marco Romano, Fabio Manucci, Bruce Rubidge & Marc J. Van den Brandt, 2021 — CC BY 4.0",Scutosaurus — armored reptile of the Permian,Lopingian,251,259.5,"Therapsid predators had dominated the land for tens of millions of years, but toward the close of the Permian, massive volcanic eruptions in what is now Siberia began pumping enormous volumes of greenhouse gases into the atmosphere. That surge of carbon dioxide drove runaway warming, which acidified the oceans and stripped them of oxygen, collapsing marine food webs from the bottom up. On land, the same warming dried out remaining wetlands and disrupted the plant communities that herbivores depended on, so the collapse spread up through every level of the food chain. The result was the most severe extinction event in Earth's history, wiping out nearly all species on the planet within a geologically short span.",https://commons.wikimedia.org/w/index.php?title=Special:FilePath&file=Gorgonops_BW.jpg&width=320,Nobu Tamura — CC BY 3.0,Gorgonops — top predator before extinction,"Sail backed Dimetrodon, the predator Gorgonops, and early conifer forests dominated before the extinction.",Oxygen fell from earlier highs; CO2 spiked sharply at the period's end from volcanic activity.,"Generally hot and arid, ending in extreme volcanic driven warming.","All continents merged into the supercontinent Pangaea, creating vast interior deserts far from any ocean.",,,,,"Dicynodon and Lystrosaurus persisted among the last therapsids, while Glossopteris forests collapsed as the extinction unfolded.",CO2 spiked sharply from Siberian Traps volcanism while oxygen levels crashed to some of the lowest in Earth's history.,"Extreme, rapid warming driven by volcanic greenhouse gases capped an already hot Permian climate.",Massive flood basalt eruptions of the Siberian Traps blanketed millions of square kilometers of Pangaea's interior.
paleozoic,Paleozoic,251,542,Phanerozoic,Explosion of complex life. Sea to land.,#7bc4a8,#c8edd9,false,,,,Permian,251,299,"With the continents fused into a single supercontinent, vast desert interiors formed far from any coastline, favoring reptiles whose waterproof eggs and scaly skin let them thrive away from water in a way amphibians never could. That advantage let synapsids, the reptile like ancestors of mammals, become the dominant land animals for tens of millions of years, until massive volcanic eruptions flooded the atmosphere with greenhouse gases and acidified the oceans, wiping out nearly all life on Earth in a single catastrophic event.",https://commons.wikimedia.org/w/index.php?title=Special:FilePath&file=Scutosaurus_restoration.jpg&width=320,"Marco Romano, Fabio Manucci, Bruce Rubidge & Marc J. Van den Brandt, 2021 — CC BY 4.0",Scutosaurus — armored reptile of the Permian,Guadalupian,259.5,272.3,"As pelycosaurs declined, a new group of synapsids with more efficient jaws and upright postures diversified rapidly and rose to dominate life on land. Their success let complex terrestrial food webs form, with large predators supporting a range of smaller herbivorous and insectivorous species beneath them. Partway through the epoch, however, volcanic activity in what is now southern China triggered a sharp extinction pulse that thinned out marine and some terrestrial life, and before ecosystems fully recovered, further environmental stress pushed many lineages toward a second wave of losses. This left surviving therapsid groups to inherit depleted ecosystems heading into the following epoch.",https://commons.wikimedia.org/w/index.php?title=Special:FilePath&file=Titanophoneus_chart2_DB15.jpg&width=320,Dmitry Bogdanov — CC BY 3.0,Titanophoneus — top predator of the Guadalupian.,"Sail backed Dimetrodon, the predator Gorgonops, and early conifer forests dominated before the extinction.",Oxygen fell from earlier highs; CO2 spiked sharply at the period's end from volcanic activity.,"Generally hot and arid, ending in extreme volcanic driven warming.","All continents merged into the supercontinent Pangaea, creating vast interior deserts far from any ocean.",,,,,Anteosaurus and Estemmenosuchus stalked the land as Glossopteris seed ferns still dominated southern forests.,Oxygen levels remained comparatively high while CO2 rose during the mid-epoch volcanic pulse.,"Warm and generally stable, interrupted by short-lived cooling after the extinction pulses.",Eruption of the Emeishan Traps in what is now southern China accompanied the epoch's extinction events.
paleozoic,Paleozoic,251,542,Phanerozoic,Explosion of complex life. Sea to land.,#7bc4a8,#c8edd9,false,,,,Permian,251,299,"With the continents fused into a single supercontinent, vast desert interiors formed far from any coastline, favoring reptiles whose waterproof eggs and scaly skin let them thrive away from water in a way amphibians never could. That advantage let synapsids, the reptile like ancestors of mammals, become the dominant land animals for tens of millions of years, until massive volcanic eruptions flooded the atmosphere with greenhouse gases and acidified the oceans, wiping out nearly all life on Earth in a single catastrophic event.",https://commons.wikimedia.org/w/index.php?title=Special:FilePath&file=Scutosaurus_restoration.jpg&width=320,"Marco Romano, Fabio Manucci, Bruce Rubidge & Marc J. Van den Brandt, 2021 — CC BY 4.0",Scutosaurus — armored reptile of the Permian,Cisuralian,272.3,299,"Early synapsids with sail-like structures on their backs used them to regulate body temperature more efficiently than earlier land animals, letting them grow larger and forage across a wider range of habitats. This gave them a decisive edge over the amphibians that had previously dominated, and synapsids soon became the largest and most numerous land vertebrates. At the same time, insects underwent their own burst of diversification, evolving complete metamorphosis and exploiting the drying, increasingly varied landscape in ways that had not existed before. Together these changes produced far more complex terrestrial ecosystems than the swampy world that had preceded them.",https://commons.wikimedia.org/w/index.php?title=Special:FilePath&file=Dimetrodon_gigashomog_DB.jpg&width=320,Dmitry Bogdanov — CC BY 3.0,"Dimetrodon — a pelycosaur, early reptile-like synapsid.","Sail backed Dimetrodon, the predator Gorgonops, and early conifer forests dominated before the extinction.",Oxygen fell from earlier highs; CO2 spiked sharply at the period's end from volcanic activity.,"Generally hot and arid, ending in extreme volcanic driven warming.","All continents merged into the supercontinent Pangaea, creating vast interior deserts far from any ocean.",,,,,Sail backed Edaphosaurus and Ophiacodon roamed alongside some of the earliest true beetles and flies.,Oxygen declined from Carboniferous highs while CO2 began a gradual rise through the epoch.,Increasingly warm and arid as Pangaea's interior dried out.,"Collision of Baltica and Siberia raised the Ural Mountains, the very range the epoch is named after."
paleozoic,Paleozoic,251,542,Phanerozoic,Explosion of complex life. Sea to land.,#7bc4a8,#c8edd9,false,,,,Carboniferous,299,359,"Trees evolved lignin, a tough new structural molecule that let plants grow taller than ever, but no microbe had yet evolved the ability to break lignin down, so dead trees piled up undecomposed for millions of years, eventually compressing into the coal seams that give the period its name. That buried, undecayed plant matter pushed atmospheric oxygen far above today's levels, and that oxygen rich air, in turn, let insects and arthropods, which breathe through simple tubes with no lungs, grow to enormous sizes, while the amniotic egg evolved, finally letting vertebrates reproduce fully on dry land.",https://commons.wikimedia.org/w/index.php?title=Special:FilePath&file=Arthropleura.png&width=320,"Tim Bertelink, 2016 — CC BY-SA 4.0","Arthropleura, giant Carboniferous millipede, artist's impression",Pennsylvanian,299,323.2,"Tetrapods that had until then been tied to water for reproduction evolved an egg with its own internal membranes and a protective shell, letting it survive on dry land without drying out. Freed from the need to return to ponds and streams to breed, these amniotes spread deep into drier inland habitats that earlier vertebrates could never reach. Meanwhile the coal swamp forests covering much of the tropics were pushing atmospheric oxygen to unusually high levels, which in turn allowed some invertebrates to grow to enormous sizes. Together these developments set amniotes on a path toward the sweeping land radiation that followed in the Permian.",https://commons.wikimedia.org/w/index.php?title=Special:FilePath&file=Chicken_egg_diagram.svg&width=320,Wikimedia Commons — Public domain,Anatomy of an amniotic egg — key innovation for land reproduction.,"Giant club moss forests sheltered Meganeura, a 70cm dragonfly, and Arthropleura, a millipede over 2 meters long.","Oxygen peaked near 35%, the highest level in Earth's history.","Global cooling set in, eventually tipping into a late period ice age.","Wandering continents collided to form the supercontinent Pangaea, pushing up mountain ranges and creating the broad equatorial swamp belt where these coal forests grew.",,,,,"Hylonomus, among the earliest known reptiles, lived alongside giant dragonflies like Meganeura in towering Lepidodendron forests.","Oxygen peaked at levels well above today's, fueling gigantism in insects and other arthropods.","Warm and humid in the tropics, with glaciation building at southern high latitudes.","Repeated glacial cycles on Gondwana caused sea levels to rise and fall, alternately drowning and exposing coal swamp lowlands."
paleozoic,Paleozoic,251,542,Phanerozoic,Explosion of complex life. Sea to land.,#7bc4a8,#c8edd9,false,,,,Carboniferous,299,359,"Trees evolved lignin, a tough new structural molecule that let plants grow taller than ever, but no microbe had yet evolved the ability to break lignin down, so dead trees piled up undecomposed for millions of years, eventually compressing into the coal seams that give the period its name. That buried, undecayed plant matter pushed atmospheric oxygen far above today's levels, and that oxygen rich air, in turn, let insects and arthropods, which breathe through simple tubes with no lungs, grow to enormous sizes, while the amniotic egg evolved, finally letting vertebrates reproduce fully on dry land.",https://commons.wikimedia.org/w/index.php?title=Special:FilePath&file=Arthropleura.png&width=320,"Tim Bertelink, 2016 — CC BY-SA 4.0","Arthropleura, giant Carboniferous millipede, artist's impression",Mississippian,323.2,359,"As the Carboniferous began, sea levels rose enough to flood vast stretches of the continents, turning much of the Northern Hemisphere into shallow, warm seas. Those seas provided ideal conditions for filter feeding marine animals, which multiplied so prolifically that their skeletal remains built up into thick limestone deposits across whole continents. On the fringes of these flooded lowlands, the amphibians that had recently ventured onto land found abundant wetland habitat, and their lineages diversified into a range of new forms. This spread of shallow marine and wetland environments laid the groundwork for the swampy coal forests that would dominate later in the period.",https://commons.wikimedia.org/w/index.php?title=Special:FilePath&file=Platycrinus_saffordi_fossil_crinoid_%28Mississippian%3B_Crawfordsville%2C_Indiana%2C_USA%29_%2817389759822%29.jpg&width=320,James St. John — CC BY 2.0,Fossil crinoid (sea lily) from Mississippian Indiana limestone,"Giant club moss forests sheltered Meganeura, a 70cm dragonfly, and Arthropleura, a millipede over 2 meters long.","Oxygen peaked near 35%, the highest level in Earth's history.","Global cooling set in, eventually tipping into a late period ice age.","Wandering continents collided to form the supercontinent Pangaea, pushing up mountain ranges and creating the broad equatorial swamp belt where these coal forests grew.",,,,,"Crinoids formed vast underwater meadows while early sharks like Stethacanthus patrolled the shallow seas, and amphibians such as Pederpes explored the wetland fringes.",Oxygen was climbing steadily while CO2 remained relatively low compared to the preceding Devonian.,"Warm overall, though cooling began at higher latitudes as the epoch progressed.",Widespread continental flooding drowned much of Laurussia and Gondwana's margins beneath shallow tropical seas.
paleozoic,Paleozoic,251,542,Phanerozoic,Explosion of complex life. Sea to land.,#7bc4a8,#c8edd9,false,,,,Devonian,359,416,"Jawed fish diversified explosively in the world's oceans, and as some lineages evolved lungs and stronger fins to cope with oxygen poor shallow waters, one group began pulling itself out onto land for short stretches at a time. Meanwhile the first forests spread across the continents, and their deep root systems broke down rock into soil at a scale never seen before, changing rivers and coastlines and setting the stage for the wave of extinctions that closed out the period.",https://commons.wikimedia.org/w/index.php?title=Special:FilePath&file=Dunkleosteus_terrelli_2024_reconstruction.jpg&width=320,"Russell K. Engelman, 2014 (uploaded 2024) — CC BY 4.0","Dunkleosteus terrelli, armored Devonian predatory fish, reconstruction",Late Devonian,359,382.7,"Lobe finned fish living in crowded, oxygen poor shallow waters had already evolved sturdy limb-like fins, and some now began hauling themselves onto land for short stretches to escape competition and predators. This gradual shift let a fully terrestrial group of vertebrates emerge for the first time, opening up an entirely unoccupied set of habitats along rivers and coastlines. At the same time, changes in ocean chemistry, likely tied to nutrient runoff from the continents' expanding forests, triggered repeated bouts of oxygen starvation in the seas. These anoxic events devastated marine life, especially reef building organisms, and marked one of the most severe extinction intervals of the entire Paleozoic.",https://commons.wikimedia.org/w/index.php?title=Special:FilePath&file=Tiktaalik_BW.jpg&width=320,Nobu Tamura — CC BY 3.0,Tiktaalik — first fish to walk on land,"Armored fish like Dunkleosteus, early lobe finned fish, and the first forests of primitive trees flourished.","Oxygen climbed as the first forests spread, though still below Carboniferous peaks.","Warm throughout, cooling somewhat by the period's end.","Continents drifted toward each other, forming new mountain ranges and shrinking the shallow seas that fish dominated ecosystems relied on.",,,,,"Ichthyostega and Acanthostega, among the first tetrapods, emerged onto land as reef building stromatoporoids collapsed during the era's extinction events.",Oxygen continued rising from forest expansion even as marine anoxic events periodically starved the oceans.,"Warm through most of the epoch, with cooling pulses accompanying the extinction events.","As the Acadian orogeny wound down, Gondwana began drifting toward Laurussia, setting up the collisions that would build Pangaea in the following period."
paleozoic,Paleozoic,251,542,Phanerozoic,Explosion of complex life. Sea to land.,#7bc4a8,#c8edd9,false,,,,Devonian,359,416,"Jawed fish diversified explosively in the world's oceans, and as some lineages evolved lungs and stronger fins to cope with oxygen poor shallow waters, one group began pulling itself out onto land for short stretches at a time. Meanwhile the first forests spread across the continents, and their deep root systems broke down rock into soil at a scale never seen before, changing rivers and coastlines and setting the stage for the wave of extinctions that closed out the period.",https://commons.wikimedia.org/w/index.php?title=Special:FilePath&file=Dunkleosteus_terrelli_2024_reconstruction.jpg&width=320,"Russell K. Engelman, 2014 (uploaded 2024) — CC BY 4.0","Dunkleosteus terrelli, armored Devonian predatory fish, reconstruction",Middle Devonian,382.7,393.3,"As vascular plants spread across the continents in growing numbers, their root systems began breaking down bare rock into true soil on a scale never seen before, and the first true forests took hold. Those forests altered rainfall and river patterns while also boosting atmospheric oxygen, changing conditions on both land and in nearby waters. In the oceans, jawed fish were diversifying rapidly, and as some populations became crowded into stagnant, oxygen poor shallow waters, they began evolving lung-like adaptations to extract oxygen directly from air. This adaptation gave certain fish lineages the physiological tools that would let their descendants eventually move onto land.",https://commons.wikimedia.org/w/index.php?title=Special:FilePath&file=Dunkleosteus_BW.jpg&width=320,Nobu Tamura — CC BY 3.0,Dunkleosteus — armoured apex predator,"Armored fish like Dunkleosteus, early lobe finned fish, and the first forests of primitive trees flourished.","Oxygen climbed as the first forests spread, though still below Carboniferous peaks.","Warm throughout, cooling somewhat by the period's end.","Continents drifted toward each other, forming new mountain ranges and shrinking the shallow seas that fish dominated ecosystems relied on.",,,,,"Eusthenopteron, a lobe finned fish, swam beneath the first Archaeopteris trees alongside armored predators like Coccosteus.","Oxygen rose steadily as the first forests spread, though it remained below the peaks reached later in the Carboniferous.",Warm and stable across most of the epoch.,"The Acadian orogeny intensified as Avalonia collided with Laurussia, raising mountains that shed sediment into the Old Red Sandstone basins."
paleozoic,Paleozoic,251,542,Phanerozoic,Explosion of complex life. Sea to land.,#7bc4a8,#c8edd9,false,,,,Devonian,359,416,"Jawed fish diversified explosively in the world's oceans, and as some lineages evolved lungs and stronger fins to cope with oxygen poor shallow waters, one group began pulling itself out onto land for short stretches at a time. Meanwhile the first forests spread across the continents, and their deep root systems broke down rock into soil at a scale never seen before, changing rivers and coastlines and setting the stage for the wave of extinctions that closed out the period.",https://commons.wikimedia.org/w/index.php?title=Special:FilePath&file=Dunkleosteus_terrelli_2024_reconstruction.jpg&width=320,"Russell K. Engelman, 2014 (uploaded 2024) — CC BY 4.0","Dunkleosteus terrelli, armored Devonian predatory fish, reconstruction",Early Devonian,393.3,416,"Vascular land plants evolved true roots and stems, letting them grow taller and colonize dry ground far from any water source for the first time. Their spread created shaded, sheltered habitats and organic litter that arthropods soon began exploiting, drawing whole communities of invertebrates permanently onto land alongside the plants. In the oceans meanwhile, fish with hinged jaws diversified rapidly, giving them a major advantage over jawless forms in capturing and processing prey. Alongside them, coiled shelled predators multiplied through the shallow seas, marking a new era of marine predation that would define ocean ecosystems for the rest of the period.","https://commons.wikimedia.org/w/index.php?title=Special:FilePath&file=Pleuroceras_solare,_Little_Switzerland,_Bavaria,_Germany.jpg&width=320",Wikimedia Commons — CC BY-SA 3.0,Pleuroceras solare — early Devonian ammonoid fossil.,"Armored fish like Dunkleosteus, early lobe finned fish, and the first forests of primitive trees flourished.","Oxygen climbed as the first forests spread, though still below Carboniferous peaks.","Warm throughout, cooling somewhat by the period's end.","Continents drifted toward each other, forming new mountain ranges and shrinking the shallow seas that fish dominated ecosystems relied on.",,,,,Early plants like Cooksonia and Trimerophytes spread across the land as the first jawed placoderms and ammonoids diversified in the seas.,Oxygen remained close to today's levels while CO2 was substantially higher than the modern atmosphere.,"Warm globally, with no polar ice caps.",Continued closure of the Iapetus Ocean drove the early stages of mountain building along colliding northern continents.
paleozoic,Paleozoic,251,542,Phanerozoic,Explosion of complex life. Sea to land.,#7bc4a8,#c8edd9,false,,,,Silurian,416,444,"Recovering from the extinction that closed the previous period, life took advantage of newly stable, warm shallow seas to rebuild diverse coral reef ecosystems, while a thickening layer of atmospheric ozone finally made it safe for plants to leave the water and colonize damp ground near the shore. Those first simple land plants, in turn, gave small arthropods something to eat and hide in, drawing animal life onto land for the first time.",https://commons.wikimedia.org/w/index.php?title=Special:FilePath&file=Eurypterus_remipes.jpg&width=320,"Heinrich Harder, 1916 — Public domain",Eurypterus — Silurian sea scorpion,Pridoli,416,419.2,Terrestrial ecosystems expand with plants and arthropods.,,Muséum national d'Histoire naturelle — CC BY 3.0,,"Coral reefs, sea scorpions like Eurypterus, and the first simple land plants and arthropods appeared.","Oxygen continued rising steadily, thickening the ozone layer enough to shield land from UV radiation.","Warm and stable, following the end of a brief glaciation.","Continents drifted together into smaller landmasses, closing ancient oceans and building new mountain belts.",,,,,,,,
paleozoic,Paleozoic,251,542,Phanerozoic,Explosion of complex life. Sea to land.,#7bc4a8,#c8edd9,false,,,,Silurian,416,444,"Recovering from the extinction that closed the previous period, life took advantage of newly stable, warm shallow seas to rebuild diverse coral reef ecosystems, while a thickening layer of atmospheric ozone finally made it safe for plants to leave the water and colonize damp ground near the shore. Those first simple land plants, in turn, gave small arthropods something to eat and hide in, drawing animal life onto land for the first time.",https://commons.wikimedia.org/w/index.php?title=Special:FilePath&file=Eurypterus_remipes.jpg&width=320,"Heinrich Harder, 1916 — Public domain",Eurypterus — Silurian sea scorpion,Ludlow,419.2,423,Coral reefs expand; marine and land plant life diversifies.,https://commons.wikimedia.org/w/index.php?title=Special:FilePath&file=Cooksonia_sp..JPG&width=320,Eduard Solà — CC BY-SA 3.0,"Cooksonia fossil, one of the earliest vascular land plants","Coral reefs, sea scorpions like Eurypterus, and the first simple land plants and arthropods appeared.","Oxygen continued rising steadily, thickening the ozone layer enough to shield land from UV radiation.","Warm and stable, following the end of a brief glaciation.","Continents drifted together into smaller landmasses, closing ancient oceans and building new mountain belts.",,,,,,,,
